Sent_Date,Day_of_week,Category_name,Main_Vs_REM,Subject,Sendings,OR,Length_Of_subject,Personalization,Emoji,Urgency,Tone,Price_or_Discount,Imperative_Tone,Product,Letter_Count,Month
2024-08-24,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",33714,0.1418,long,no,no,no,no,yes,no,yes,45,August
2024-02-26,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,46173,0.1249,short,no,no,no,no,no,no,yes,42,February
2024-06-07,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,984,0.125,short,no,no,yes,yes,yes,yes,yes,28,June
2024-10-14,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,38280,0.1512,short,no,no,no,no,yes,no,yes,25,October
2024-05-04,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,32433,0.1494,short,no,no,no,no,yes,no,yes,22,May
2024-07-23,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,21093,0.0934,short,no,no,yes,no,yes,no,no,27,July
2024-02-23,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,41487,0.1954,short,no,no,no,no,yes,no,yes,22,February
2024-09-21,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",36510,0.1422,long,no,no,no,no,yes,no,yes,45,September
2024-10-29,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,4734,0.0957,short,no,no,yes,yes,yes,yes,yes,24,October
2024-10-15,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,4806,0.103,short,no,no,yes,yes,yes,yes,yes,24,October
2024-12-09,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,42018,0.1417,short,no,no,no,no,no,no,yes,43,December
2024-01-13,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,45618,0.1359,short,no,no,no,no,no,no,yes,43,January
2024-01-23,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,26316,0.1729,short,no,no,no,no,no,no,yes,42,January
2024-12-17,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,4671,0.0886,short,no,no,yes,yes,yes,yes,yes,24,December
2024-11-08,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,6729,0.1297,short,no,yes,yes,yes,yes,no,yes,30,November
2024-07-02,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,24711,0.0908,short,no,no,yes,no,yes,no,no,27,July
2024-01-05,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,53208,0.1752,short,no,yes,no,yes,yes,no,no,26,January
2024-07-20,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",34155,0.1342,long,no,no,no,no,yes,no,yes,45,July
2024-10-05,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,68844,0.1319,short,no,yes,no,yes,yes,no,no,26,October
2024-12-07,Thursday,NL Final,MAIN,Mystisk försäljning: Vad är din hemliga rabatt? &#x1f92b;,10389,0.0681,short,no,yes,no,yes,no,no,no,36,December
2024-11-09,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",47535,0.1714,long,no,no,no,no,yes,no,yes,45,November
2024-12-14,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",41553,0.144,long,no,no,no,no,yes,no,yes,45,December
2024-06-15,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,33699,0.1366,short,no,yes,no,yes,yes,no,no,26,June
2024-01-12,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,39675,0.2124,short,no,no,no,no,yes,no,yes,22,January
2024-06-01,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,32073,0.1464,short,no,no,no,no,yes,no,yes,22,June
2024-09-16,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,36882,0.1376,short,no,no,no,no,no,no,yes,43,September
2024-03-12,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,46125,0.1292,short,no,no,no,no,no,no,yes,42,March
2024-10-16,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,36444,0.1303,short,no,no,yes,yes,no,no,no,15,October
2024-06-04,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,981,0.0856,short,no,no,yes,no,yes,no,no,27,June
2024-09-11,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,37407,0.126,short,no,no,no,no,no,no,yes,42,September
2024-08-13,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,17487,0.0844,short,no,no,yes,no,yes,no,no,27,August
2024-06-22,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,32205,0.1392,short,no,no,no,no,yes,no,yes,22,June
2024-02-26,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,44994,0.128,short,no,no,no,yes,yes,no,yes,21,February
2024-06-21,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,3264,0.1167,short,no,no,yes,yes,yes,yes,yes,28,June
2024-08-30,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,4158,0.1017,short,no,no,yes,yes,yes,yes,yes,28,August
2024-01-16,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,28599,0.1689,short,no,no,no,no,no,no,yes,42,January
2024-11-06,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,36888,0.1297,short,no,no,yes,yes,no,no,no,15,November
2024-09-09,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,36096,0.1435,short,no,no,no,no,no,no,yes,43,September
2024-08-18,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,2982,0.0996,short,no,no,yes,no,yes,no,yes,28,August
2024-04-10,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,32991,0.1391,short,no,no,no,no,no,no,yes,42,April
2024-03-04,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,5124,0.0995,short,no,no,no,no,yes,no,yes,25,March
2024-01-04,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,53013,0.1703,short,no,no,no,no,yes,no,yes,22,January
2024-09-16,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,35583,0.1389,short,no,no,no,no,no,no,yes,28,September
2024-10-19,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",47832,0.1712,long,no,no,no,no,yes,no,yes,45,October
2024-08-02,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,3678,0.1044,short,no,no,yes,yes,yes,yes,yes,28,August
2024-04-16,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,48435,0.0881,short,no,no,yes,yes,yes,yes,yes,24,April
2024-05-29,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,32202,0.1315,short,no,no,no,yes,yes,no,yes,21,May
2024-05-08,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,31965,0.1296,short,no,no,no,yes,yes,no,yes,21,May
2024-11-22,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,14409,0.1097,short,no,yes,yes,yes,yes,no,yes,30,November
2024-03-26,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,49554,0.0924,short,no,no,yes,yes,yes,yes,yes,24,March
2024-10-28,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,37095,0.132,short,no,no,no,no,no,no,yes,28,October
2024-11-26,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,6420,0.107,short,no,no,yes,yes,yes,yes,yes,24,November
2024-08-03,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",32853,0.14,long,no,no,no,no,yes,no,yes,45,August
2024-04-24,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,29169,0.1371,short,no,no,no,yes,yes,no,yes,21,April
2024-10-02,Monday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,18933,0.0976,short,no,no,no,no,no,no,yes,42,October
2024-04-01,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,5169,0.0499,short,no,no,no,no,yes,no,yes,25,April
2024-12-21,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,47457,0.1433,short,no,yes,no,yes,yes,no,no,26,December
2024-11-29,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,6540,0.1119,short,no,no,no,yes,yes,yes,yes,33,November
2024-11-27,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,47895,0.153,short,no,no,no,yes,yes,no,yes,21,November
2024-12-25,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,44115,0.1349,short,no,no,no,yes,yes,no,yes,21,December
2024-11-24,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,7086,0.1097,short,no,no,yes,no,yes,no,yes,28,November
2024-03-19,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,49923,0.0873,short,no,no,yes,no,yes,no,no,27,March
2024-08-10,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,45564,0.1709,short,no,no,no,no,yes,no,yes,22,August
2024-11-06,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,47730,0.1622,short,no,no,no,yes,yes,no,yes,21,November
2024-03-04,Saturday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,10572,0.0817,short,no,no,no,no,yes,no,yes,25,March
2024-10-01,Saturday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,39135,0.1693,short,no,yes,no,yes,yes,no,no,26,October
2024-02-16,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",31509,0.1607,long,no,no,no,no,yes,no,yes,45,February
2024-09-25,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,36282,0.1288,short,no,no,yes,yes,no,no,no,15,September
2024-06-19,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,33183,0.1266,short,no,no,no,yes,yes,no,yes,21,June
2024-01-26,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",27906,0.1725,long,no,no,no,no,yes,no,yes,45,January
2024-02-23,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,34026,0.1582,short,no,yes,no,yes,yes,no,no,26,February
2024-03-16,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",28473,0.1525,long,no,no,no,no,yes,no,yes,45,March
2024-04-13,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,32673,0.1488,short,no,no,no,no,yes,no,yes,22,April
2024-04-09,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,1296,0.1343,short,no,no,yes,yes,yes,yes,yes,24,April
2024-03-08,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",44550,0.1327,long,no,no,no,no,yes,no,yes,45,March
2024-03-29,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,49158,0.1018,short,no,no,no,yes,yes,yes,yes,33,March
2024-07-31,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,33081,0.1279,short,no,no,no,yes,yes,no,yes,21,July
2024-11-01,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,5244,0.1247,short,no,no,yes,yes,yes,yes,yes,28,November
2024-08-02,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,18822,0.102,short,no,no,no,yes,yes,yes,yes,33,August
2024-10-23,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,47445,0.154,short,no,no,yes,yes,no,no,no,15,October
2024-12-16,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,45123,0.1475,short,no,no,no,no,yes,no,yes,25,December
2024-06-02,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,22203,0.1223,short,no,no,no,no,no,no,yes,43,June
2024-09-25,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,46026,0.1587,short,no,no,no,yes,yes,no,yes,21,September
2024-08-23,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,15900,0.0885,short,no,no,no,yes,yes,yes,yes,33,August
2024-06-25,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,1779,0.0742,short,no,no,yes,yes,yes,yes,yes,24,June
2024-04-20,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,29526,0.1493,short,no,no,no,no,yes,no,yes,22,April
2024-02-18,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,27372,0.1709,short,no,no,no,no,no,no,yes,43,February
2024-02-23,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",27108,0.1661,long,no,no,no,no,yes,no,yes,45,February
2024-06-08,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",31482,0.1472,long,no,no,no,no,yes,no,yes,45,June
2024-04-27,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,33807,0.1449,short,no,yes,no,yes,yes,no,no,26,April
2024-07-07,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,2535,0.1219,short,no,no,yes,no,yes,no,yes,28,July
2024-12-30,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,45549,0.1349,short,no,no,no,no,no,no,yes,43,December
2024-07-10,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,34986,0.1266,short,no,no,no,no,no,no,yes,42,July
2024-06-18,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,1758,0.1007,short,no,no,yes,no,yes,no,no,27,June
2024-01-25,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",44667,0.1241,long,no,no,no,no,yes,no,yes,45,January
2024-12-12,Tuesday,NL Final,MAIN,&#x1f381; Ta en titt... Det här är ett Mystiskt Erbjudande bara för dig!,6939,0.0575,long,no,yes,no,yes,no,yes,no,44,December
2024-01-21,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,28188,0.1778,short,no,no,no,no,no,no,yes,43,January
2024-06-01,Thursday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,14331,0.0929,short,no,no,no,no,yes,no,yes,25,June
2024-08-31,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,46038,0.1661,short,no,no,no,no,yes,no,yes,22,August
2024-11-13,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,38979,0.1368,short,no,no,no,yes,yes,no,yes,21,November
2024-10-09,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,36981,0.136,short,no,no,no,yes,yes,no,yes,21,October
2024-09-06,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,5004,0.1067,short,no,yes,yes,yes,yes,no,yes,30,September
2024-04-01,Friday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,6516,0.041,short,no,yes,no,yes,yes,no,no,26,April
2024-12-07,Thursday,NL Final,MAIN,&#x1f575;&#xfe0f;&#x200d;&#x2640;&#xfe0f; Lås upp dolda rabatter: Din mystiska försäljning väntar på dig!,10329,0.0648,long,no,yes,no,yes,no,yes,no,47,December
2024-03-16,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,41379,0.1881,short,no,no,no,no,yes,no,yes,22,March
2024-09-14,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,47880,0.1689,short,no,yes,no,yes,yes,no,no,26,September
2024-01-23,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,28047,0.1627,short,no,no,no,yes,yes,no,yes,21,January
2024-06-09,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,3147,0.142,short,no,yes,no,yes,yes,no,yes,38,June
2024-10-01,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,13860,0.1065,short,no,no,yes,yes,yes,yes,yes,24,October
2024-09-24,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,4599,0.0972,short,no,no,yes,no,yes,no,yes,30,September
2024-11-22,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,4677,0.0956,short,no,no,yes,yes,yes,yes,yes,28,November
2024-12-12,Tuesday,NL Final,MAIN,&#x1f575;&#xfe0f;&#x200d;&#x2640;&#xfe0f; Lås upp dolda rabatter: Din mystiska försäljning väntar på dig!,55608,0.0547,long,no,yes,no,yes,no,yes,no,47,December
2024-06-14,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,29097,0.0985,short,no,no,yes,yes,yes,yes,yes,28,June
2024-05-03,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,47118,0.1,short,no,no,yes,yes,yes,yes,yes,28,May
2024-01-02,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,26670,0.1649,short,no,no,no,yes,yes,no,yes,21,January
2024-10-21,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,37656,0.1421,short,no,no,no,no,no,no,yes,43,October
2024-06-14,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,1767,0.1019,short,no,yes,yes,yes,yes,no,yes,30,June
2024-11-29,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,4506,0.0999,short,no,no,no,yes,yes,yes,yes,33,November
2024-05-31,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,38868,0.0902,short,no,no,no,yes,yes,yes,yes,33,May
2024-11-27,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,37614,0.1271,short,no,no,yes,yes,no,no,no,15,November
2024-01-06,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,44667,0.1263,short,no,no,no,no,no,no,yes,28,January
2024-06-05,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,31695,0.1311,short,no,no,no,yes,yes,no,yes,21,June
2024-02-20,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,27243,0.1596,short,no,no,no,yes,yes,no,yes,21,February
2024-09-10,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,14271,0.0856,short,no,no,yes,yes,yes,yes,yes,24,September
2024-03-29,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,1383,0.2625,short,no,yes,yes,yes,yes,no,yes,30,March
2024-01-05,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",26538,0.183,long,no,no,no,no,yes,no,yes,45,January
2024-10-16,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,47988,0.158,short,no,no,no,yes,yes,no,yes,21,October
2024-04-06,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",28581,0.1543,long,no,no,no,no,yes,no,yes,45,April
2024-11-01,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,14868,0.1071,short,no,yes,yes,yes,yes,no,yes,30,November
2024-07-12,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,2670,0.1022,short,no,yes,yes,yes,yes,no,yes,30,July
2024-12-24,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,8715,0.094,short,no,no,yes,no,yes,no,yes,30,December
2024-01-18,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,54009,0.1596,short,no,yes,no,yes,yes,no,no,26,January
2024-06-12,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,33744,0.127,short,no,no,no,no,no,no,yes,42,June
2024-01-12,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",24690,0.1813,long,no,no,no,no,yes,no,yes,45,January
2024-03-16,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,32691,0.1509,short,no,yes,no,yes,yes,no,no,26,March
2024-06-19,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,32586,0.1292,short,no,no,no,no,no,no,yes,42,June
2024-07-10,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,32967,0.129,short,no,no,no,yes,yes,no,yes,21,July
2024-12-28,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,54663,0.1617,short,no,yes,no,yes,yes,no,no,26,December
2024-12-09,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,39408,0.1314,short,no,no,no,no,no,no,yes,28,December
2024-05-15,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,30897,0.1306,short,no,no,no,yes,yes,no,yes,21,May
2024-11-29,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,13722,0.1137,short,no,no,yes,yes,yes,yes,yes,28,November
2024-10-25,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,14136,0.1006,short,no,no,no,yes,yes,yes,yes,33,October
2024-11-12,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,4632,0.0991,short,no,no,yes,no,yes,no,yes,30,November
2024-02-02,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,40824,0.1974,short,no,no,no,no,yes,no,yes,22,February
2024-03-01,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,66759,0.1345,short,no,yes,no,yes,yes,no,no,26,March
2024-09-23,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,36384,0.129,short,no,no,no,no,no,no,yes,28,September
2024-08-09,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,2718,0.1015,short,no,no,no,yes,yes,yes,yes,33,August
2024-05-22,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,32907,0.1344,short,no,no,no,no,no,no,yes,42,May
2024-09-04,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,45513,0.1593,short,no,no,no,yes,yes,no,yes,21,September
2024-08-01,Tuesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,110061,0.1379,short,no,yes,no,yes,yes,no,no,26,August
2024-01-02,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,25350,0.1696,short,no,no,no,no,no,no,yes,42,January
2024-04-03,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,28773,0.1495,short,no,no,no,yes,yes,no,yes,21,April
2024-01-22,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,52974,0.1466,short,no,no,no,no,no,no,yes,42,January
2024-12-27,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,13200,0.1016,short,no,no,no,yes,yes,yes,yes,33,December
2024-04-12,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,48636,0.096,short,no,no,yes,yes,yes,yes,yes,28,April
2024-09-28,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",45789,0.1678,long,no,no,no,no,yes,no,yes,45,September
2024-10-11,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,14550,0.1019,short,no,yes,yes,yes,yes,no,yes,30,October
2024-09-07,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",45357,0.1655,long,no,no,no,no,yes,no,yes,45,September
2024-09-02,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,36885,0.1534,short,no,no,no,no,yes,no,yes,25,September
2024-09-09,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,37590,0.1467,short,no,no,no,no,yes,no,yes,25,September
2024-05-18,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,33804,0.1439,short,no,yes,no,yes,yes,no,no,26,May
2024-02-27,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,32814,0.1428,short,no,no,no,no,no,no,yes,42,February
2024-08-07,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,34455,0.1318,short,no,no,no,yes,yes,no,yes,21,August
2024-07-03,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,31242,0.1292,short,no,no,yes,yes,no,no,no,15,July
2024-05-11,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",31668,0.1422,long,no,no,no,no,yes,no,yes,45,May
2024-01-18,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",45144,0.136,long,no,no,no,no,yes,no,yes,45,January
2024-12-18,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,44925,0.1345,short,no,no,no,no,no,no,yes,42,December
2024-11-15,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,4812,0.116,short,no,no,yes,yes,yes,yes,yes,28,November
2024-06-08,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,42507,0.1786,short,no,no,no,no,yes,no,yes,22,June
2024-06-29,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,42792,0.1708,short,no,no,no,no,yes,no,yes,22,June
2024-02-13,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,27918,0.1672,short,no,no,no,no,no,no,yes,42,February
2024-08-02,Tuesday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,17295,0.1322,short,no,no,no,no,no,no,yes,42,August
2024-01-29,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,44262,0.1138,short,no,no,yes,yes,no,no,no,15,January
2024-05-08,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,31686,0.1358,short,no,no,no,no,no,no,yes,42,May
2024-03-12,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,44037,0.1241,short,no,no,yes,yes,no,no,no,15,March
2024-02-12,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,45747,0.1045,short,no,no,no,yes,yes,no,yes,21,February
