Sent_Date,Day_of_week,Category_name,Main_Vs_REM,Subject,Sendings,OR,Length_Of_subject,Personalization,Emoji,Urgency,Tone,Price_or_Discount,Imperative_Tone,Product,Letter_Count,Month
2024-12-17,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,9666,0.0872,short,no,no,yes,no,yes,no,yes,30,December
2024-08-16,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,16668,0.1078,short,no,no,yes,yes,yes,yes,yes,28,August
2024-10-01,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,4959,0.121,short,no,no,yes,no,yes,no,no,27,October
2024-07-26,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,2568,0.1495,short,no,no,no,yes,yes,yes,yes,33,July
2024-11-02,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,62505,0.1046,short,no,yes,no,yes,yes,no,no,26,November
2024-12-24,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,12243,0.0988,short,no,no,yes,no,yes,no,no,27,December
2024-04-16,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,1251,0.1319,short,no,no,yes,no,yes,no,yes,30,April
2024-09-20,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,4623,0.1071,short,no,no,no,yes,yes,yes,yes,33,September
2024-09-27,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,3849,0.1216,short,no,no,no,yes,yes,yes,yes,33,September
2024-06-07,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,3195,0.1812,short,no,no,yes,yes,yes,yes,yes,28,June
2024-09-13,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,3672,0.1667,short,no,yes,yes,yes,yes,no,yes,30,September
2024-05-21,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,2925,0.1046,short,no,no,yes,no,yes,no,yes,30,May
2024-06-11,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,3093,0.0989,short,no,no,yes,no,yes,no,yes,30,June
2024-11-26,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,7059,0.1067,short,no,no,yes,no,yes,no,yes,30,November
2024-07-07,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,3252,0.1375,short,no,no,no,no,yes,no,yes,30,July
2024-12-01,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,9855,0.119,short,no,no,no,no,yes,no,yes,30,December
2024-12-21,Thursday,NL Final,MAIN,"Vi ger dig 100 kr gratis{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }} {% else %} {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }} {% else %} {% endif %}{% endif %}&#x1f381; Skynda dig och spara!",71265,0.0905,long,yes,yes,yes,no,yes,yes,no,33,December
2024-01-01,Sunday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,2268,0.037,short,no,yes,no,yes,yes,no,no,26,January
2024-08-16,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,3621,0.2013,short,no,yes,yes,yes,yes,no,yes,30,August
2024-11-03,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,5217,0.1185,short,no,yes,no,yes,yes,no,yes,38,November
2024-06-01,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,5820,0.0918,short,no,yes,no,yes,yes,no,no,26,June
2024-12-07,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,42252,0.1485,short,no,no,no,no,yes,no,yes,22,December
2024-06-14,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,3426,0.1646,short,no,yes,yes,yes,yes,no,yes,30,June
2024-10-08,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,4272,0.139,short,no,no,yes,no,yes,no,no,27,October
2024-04-23,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,2277,0.1621,short,no,no,yes,no,yes,no,no,27,April
2024-09-06,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,3783,0.1959,short,no,yes,yes,yes,yes,no,yes,30,September
2024-05-31,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,831,0.1372,short,no,no,yes,yes,yes,yes,yes,28,May
2024-06-25,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,1827,0.0936,short,no,no,yes,no,yes,no,no,27,June
2024-10-01,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,3807,0.1127,short,no,no,yes,no,yes,no,yes,30,October
2024-10-25,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,5049,0.142,short,no,yes,yes,yes,yes,no,yes,30,October
2024-10-25,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,5865,0.1223,short,no,no,yes,yes,yes,yes,yes,28,October
2024-06-28,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,1857,0.1082,short,no,no,yes,yes,yes,yes,yes,28,June
2024-08-02,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,3480,0.1905,short,no,yes,yes,yes,yes,no,yes,30,August
2024-11-26,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,14220,0.0973,short,no,no,yes,no,yes,no,no,27,November
2024-12-27,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,12381,0.1027,short,no,no,yes,yes,yes,yes,yes,28,December
2024-07-02,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,2940,0.1378,short,no,no,yes,yes,yes,yes,yes,24,July
2024-01-02,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,3156,0.1654,short,no,no,no,no,no,no,yes,42,January
2024-10-26,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,37818,0.1413,short,no,no,no,no,yes,no,yes,22,October
2024-12-21,Thursday,NL Final,MAIN,100 kr rabatt på din beställning! &#x1f4b8; Endast under en kort tid!,8877,0.0821,long,no,yes,yes,yes,yes,no,yes,42,December
2024-12-10,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,8811,0.1195,short,no,no,yes,no,yes,no,no,27,December
2024-12-02,Saturday,NL Final,MAIN,Använd din kod 39GX32V0 &#x1f525; | Spara nu!,10038,0.0759,short,no,yes,yes,yes,no,yes,no,21,December
2024-12-10,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,9765,0.1081,short,no,no,yes,yes,yes,yes,yes,24,December
2024-10-11,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,5124,0.1317,short,no,no,no,yes,yes,yes,yes,33,October
2024-09-27,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,14019,0.107,short,no,no,yes,yes,yes,yes,yes,28,September
2024-09-10,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,3186,0.0923,short,no,no,yes,no,yes,no,yes,30,September
2024-12-31,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,9150,0.0741,short,no,no,yes,no,yes,no,no,27,December
2024-12-06,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,9933,0.119,short,no,no,yes,yes,yes,yes,yes,28,December
2024-05-01,Monday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,15033,0.0986,short,no,yes,no,yes,yes,no,no,26,May
2024-05-10,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,3318,0.17,short,no,no,yes,yes,yes,yes,yes,28,May
2024-11-22,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,6498,0.1279,short,no,no,yes,yes,yes,yes,yes,28,November
2024-08-20,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,2964,0.1002,short,no,no,yes,no,yes,no,yes,30,August
2024-12-31,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,4968,0.0598,short,no,no,yes,no,yes,no,no,27,December
2024-10-29,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,5826,0.1123,short,no,no,yes,yes,yes,yes,yes,24,October
2024-11-30,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,57186,0.1259,short,no,yes,no,yes,yes,no,no,26,November
2024-10-13,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,5109,0.111,short,no,no,yes,no,yes,no,yes,28,October
2024-11-01,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,5955,0.1209,short,no,no,no,yes,yes,yes,yes,33,November
2024-11-26,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,4404,0.0954,short,no,no,yes,no,yes,no,yes,30,November
2024-12-12,Tuesday,NL Final,MAIN,Mystisk försäljning: Vad är din hemliga rabatt? &#x1f92b;,6966,0.0646,short,no,yes,no,yes,no,no,no,36,December
2024-09-07,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,36375,0.1489,short,no,no,no,no,yes,no,yes,22,September
2024-08-27,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,3678,0.1476,short,no,no,yes,no,yes,no,no,27,August
2024-11-27,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,40725,0.1288,short,no,no,no,no,no,no,yes,42,November
2024-10-22,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,14133,0.0989,short,no,no,yes,yes,yes,yes,yes,24,October
2024-05-28,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,3621,0.1176,short,no,no,yes,no,yes,no,no,27,May
2024-05-21,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,3141,0.1165,short,no,no,yes,yes,yes,yes,yes,24,May
2024-10-05,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,37473,0.1399,short,no,no,no,no,yes,no,yes,22,October
2024-07-23,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,2997,0.0921,short,no,no,yes,no,yes,no,yes,30,July
2024-11-13,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,38754,0.1345,short,no,no,no,no,no,no,yes,42,November
2024-10-18,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,4536,0.1362,short,no,no,no,yes,yes,yes,yes,33,October
2024-10-18,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,5736,0.1402,short,no,yes,yes,yes,yes,no,yes,30,October
2024-05-05,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,3378,0.1741,short,no,no,no,no,yes,no,yes,30,May
2024-09-15,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,3882,0.1437,short,no,yes,no,yes,yes,no,yes,38,September
2024-12-02,Saturday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,1356,0.1372,short,no,no,no,no,no,no,yes,43,December
2024-12-04,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,42615,0.1301,short,no,no,no,no,no,no,yes,42,December
2024-12-10,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,4341,0.0933,short,no,no,yes,yes,yes,yes,yes,24,December
2024-11-15,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,6291,0.1488,short,no,yes,yes,yes,yes,no,yes,30,November
2024-12-15,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,8838,0.1025,short,no,yes,no,yes,yes,no,yes,38,December
2024-12-10,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,13332,0.1033,short,no,no,yes,no,yes,no,yes,30,December
2024-11-01,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,4557,0.1099,short,no,no,no,yes,yes,yes,yes,33,November
2024-11-05,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,14706,0.1044,short,no,no,yes,no,yes,no,no,27,November
2024-07-01,Saturday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,26868,0.083,short,no,yes,no,yes,yes,no,no,26,July
2024-07-16,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,3078,0.153,short,no,no,yes,no,yes,no,no,27,July
2024-06-16,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,3375,0.1396,short,no,no,no,no,yes,no,yes,30,June
2024-09-24,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,3873,0.1216,short,no,no,yes,no,yes,no,yes,30,September
2024-07-27,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,33435,0.142,short,no,no,no,no,yes,no,yes,22,July
2024-11-09,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,39333,0.1456,short,no,no,no,no,yes,no,yes,22,November
2024-05-31,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,3279,0.1921,short,no,yes,yes,yes,yes,no,yes,30,May
2024-05-04,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,49071,0.1118,short,no,yes,no,yes,yes,no,no,26,May
2024-06-25,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,3228,0.0976,short,no,no,yes,yes,yes,yes,yes,24,June
2024-12-28,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,45936,0.1422,short,no,no,no,no,yes,no,yes,22,December
2024-12-20,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,12501,0.1286,short,no,yes,yes,yes,yes,no,yes,30,December
2024-08-31,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,53073,0.1205,short,no,yes,no,yes,yes,no,no,26,August
2024-11-02,Wednesday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,5595,0.0794,short,no,no,no,no,no,no,yes,43,November
2024-11-23,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,41727,0.1377,short,no,yes,no,yes,yes,no,no,26,November
2024-12-29,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,9189,0.097,short,no,no,no,no,yes,no,yes,30,December
2024-12-03,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,4602,0.09,short,no,no,yes,no,yes,no,no,27,December
2024-06-04,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,3225,0.1488,short,no,no,yes,no,yes,no,no,27,June
2024-11-12,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,5295,0.1088,short,no,no,yes,no,yes,no,yes,30,November
2024-02-02,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,47661,0.126,short,no,yes,no,yes,yes,no,no,26,February
2024-12-03,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,6498,0.114,short,no,no,yes,no,yes,no,yes,30,December
2024-07-05,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,2190,0.1178,short,no,no,no,yes,yes,yes,yes,33,July
2024-02-09,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,32058,0.1565,short,no,no,no,no,yes,no,yes,22,February
2024-08-25,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,3489,0.1298,short,no,yes,no,yes,yes,no,yes,38,August
2024-05-07,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,3342,0.1454,short,no,no,yes,no,yes,no,no,27,May
2024-07-06,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,51567,0.1132,short,no,yes,no,yes,yes,no,no,26,July
2024-01-19,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,28311,0.1769,short,no,no,no,no,yes,no,yes,22,January
2024-11-29,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,10014,0.1525,short,no,yes,yes,yes,yes,no,yes,30,November
2024-10-19,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,37827,0.1437,short,no,no,no,no,yes,no,yes,22,October
2024-12-22,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,12309,0.1058,short,no,no,no,no,yes,no,yes,30,December
2024-09-13,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,14091,0.0901,short,no,no,no,yes,yes,yes,yes,33,September
2024-10-27,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,5016,0.1364,short,no,no,no,no,yes,no,yes,30,October
2024-07-19,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,3009,0.0867,short,no,no,no,yes,yes,yes,yes,33,July
2024-08-11,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,2706,0.1086,short,no,no,yes,no,yes,no,yes,28,August
2024-06-14,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,2760,0.1304,short,no,no,no,yes,yes,yes,yes,33,June
2024-11-15,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,6822,0.1249,short,no,no,yes,yes,yes,yes,yes,28,November
2024-07-09,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,23082,0.0951,short,no,no,yes,yes,yes,yes,yes,24,July
2024-08-06,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,18657,0.0883,short,no,no,yes,no,yes,no,yes,30,August
2024-09-28,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,37200,0.1462,short,no,no,no,no,yes,no,yes,22,September
2024-06-18,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,28935,0.0934,short,no,no,yes,yes,yes,yes,yes,24,June
2024-06-02,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,3240,0.163,short,no,no,no,no,yes,no,yes,30,June
2024-04-07,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,1074,0.1536,short,no,no,yes,no,yes,no,yes,28,April
2024-06-30,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,2961,0.1449,short,no,yes,no,yes,yes,no,yes,38,June
2024-06-02,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,3558,0.1206,short,no,yes,no,yes,yes,no,yes,38,June
2024-05-28,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,2739,0.0964,short,no,no,yes,no,yes,no,yes,30,May
2024-06-02,Friday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,1050,0.0943,short,no,no,no,no,no,no,yes,42,June
2024-12-12,Tuesday,NL Final,MAIN,Mystisk försäljning: Vad är din hemliga rabatt? &#x1f92b;,10632,0.0652,short,no,yes,no,yes,no,no,no,36,December
2024-12-29,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,12273,0.089,short,no,yes,no,yes,yes,no,yes,38,December
2024-07-30,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,19896,0.0983,short,no,no,yes,yes,yes,yes,yes,24,July
2024-10-15,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,5085,0.1109,short,no,no,yes,no,yes,no,yes,30,October
2024-07-14,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,3096,0.1502,short,no,no,no,no,yes,no,yes,30,July
2024-08-17,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,34257,0.1439,short,no,no,no,no,yes,no,yes,22,August
2024-10-23,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,38133,0.1362,short,no,no,no,no,no,no,yes,42,October
2024-10-06,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,5091,0.1179,short,no,yes,no,yes,yes,no,yes,38,October
2024-07-05,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,23259,0.0991,short,no,no,yes,yes,yes,yes,yes,28,July
2024-05-03,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,3411,0.1961,short,no,yes,yes,yes,yes,no,yes,30,May
2024-05-17,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,3183,0.1367,short,no,no,yes,yes,yes,yes,yes,28,May
2024-01-26,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,26034,0.1829,short,no,no,no,no,yes,no,yes,22,January
2024-05-25,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,32562,0.1421,short,no,no,no,no,yes,no,yes,22,May
2024-04-09,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,1068,0.1573,short,no,no,yes,no,yes,no,yes,30,April
2024-09-28,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,39255,0.137,short,no,yes,no,yes,yes,no,no,26,September
2024-11-05,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,4551,0.1035,short,no,no,yes,no,yes,no,yes,30,November
2024-06-21,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,3120,0.1942,short,no,yes,yes,yes,yes,no,yes,30,June
2024-08-03,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,34803,0.1421,short,no,no,no,no,yes,no,yes,22,August
2024-07-21,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,3054,0.1434,short,no,yes,no,yes,yes,no,yes,38,July
2024-09-11,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,35928,0.1324,short,no,no,no,yes,yes,no,yes,21,September
2024-06-11,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,1182,0.1142,short,no,no,yes,no,yes,no,yes,30,June
2024-09-02,Saturday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,11361,0.1249,short,no,no,no,no,no,no,yes,42,September
2024-11-19,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,14052,0.1082,short,no,no,yes,no,yes,no,yes,30,November
2024-10-05,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",36507,0.1455,long,no,no,no,no,yes,no,yes,45,October
2024-08-27,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,4242,0.104,short,no,no,yes,yes,yes,yes,yes,24,August
2024-10-01,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,4518,0.0976,short,no,no,yes,no,yes,no,yes,30,October
2024-12-20,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,4605,0.0958,short,no,no,no,yes,yes,yes,yes,33,December
2024-10-01,Sunday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,345,0.2957,short,no,yes,no,yes,yes,no,no,26,October
2024-07-30,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,2526,0.1211,short,no,no,yes,no,yes,no,yes,30,July
2024-11-12,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,14289,0.1048,short,no,no,yes,yes,yes,yes,yes,24,November
2024-08-27,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,15756,0.1015,short,no,no,yes,no,yes,no,yes,30,August
2024-01-05,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,25035,0.1768,short,no,no,no,no,yes,no,yes,22,January
2024-09-22,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,3903,0.1483,short,no,no,yes,no,yes,no,yes,28,September
2024-11-16,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,38484,0.1469,short,no,no,no,no,yes,no,yes,22,November
2024-12-02,Saturday,NL Final,MAIN,-20% EXTRA på hela din beställning | Kod i detta e-postmeddelande &#x1f440;,80112,0.0674,long,no,yes,no,no,yes,no,no,47,December
2024-07-26,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,3102,0.1103,short,no,no,no,yes,yes,yes,yes,33,July
2024-11-23,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,48378,0.1672,short,no,no,no,no,yes,no,yes,22,November
2024-11-25,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,37734,0.1072,short,no,no,no,no,no,no,yes,28,November
2024-11-02,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,48297,0.1699,short,no,no,no,no,yes,no,yes,22,November
2024-04-28,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,2235,0.1383,short,no,yes,no,yes,yes,no,yes,38,April
2024-10-02,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,38052,0.1343,short,no,no,no,no,no,no,yes,42,October
2024-02-08,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,46290,0.1268,short,no,no,no,no,yes,no,yes,22,February
2024-08-17,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,36528,0.1439,short,no,yes,no,yes,yes,no,no,26,August
2024-02-01,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,45720,0.1385,short,no,no,no,no,yes,no,yes,22,February
2024-12-20,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,8820,0.1054,short,no,no,no,yes,yes,yes,yes,33,December
2024-07-23,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,3030,0.1366,short,no,no,yes,yes,yes,yes,yes,24,July
2024-09-29,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,3828,0.1262,short,no,no,yes,no,yes,no,yes,28,September
2024-09-20,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,14490,0.1048,short,no,yes,yes,yes,yes,no,yes,30,September
2024-09-21,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,38469,0.1445,short,no,yes,no,yes,yes,no,no,26,September
